nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
38	1304	0.361	6.2	190.1	16.21	31.47	0.00	0.00	23.93	15.08	1989752.4	0.0	1486243.2	11599776768
39	1345	0.366	6.2	195.1	16.24	31.50	0.00	0.00	23.89	15.09	1989571.2	0.0	1486147.8	11498880000
40	1385	0.369	6.3	200.0	16.27	31.52	0.00	0.00	23.87	15.07	1989382.0	0.0	1486044.4	11406491648
41	1426	0.369	6.2	205.1	16.29	31.55	0.00	0.00	23.84	15.04	1989190.2	0.0	1485943.9	11308103680
42	1466	0.365	6.2	210.1	16.27	31.52	0.00	0.00	23.80	15.06	1988997.4	0.0	1485838.8	11217370112
43	1507	0.364	6.2	215.1	16.25	31.48	0.00	0.00	23.76	15.06	1988810.0	0.0	1485723.6	11167691776
44	1547	0.363	6.2	220.1	16.25	31.42	0.00	0.00	23.74	15.04	1988620.5	0.0	1485617.4	11111587840
45	1587	0.369	6.3	225.0	16.24	31.41	0.00	0.00	23.71	15.00	1988422.6	0.0	1485507.1	11040346112
46	1628	0.370	6.1	230.0	16.18	31.38	0.00	0.00	23.64	15.03	1988239.6	0.0	1485393.5	10996728832
47	1670	0.366	6.0	235.1	16.11	31.35	0.00	0.00	23.57	15.11	1988042.0	0.0	1485273.9	11145690112
48	1712	0.365	5.8	240.0	16.09	31.31	0.00	0.00	23.53	15.11	1987849.8	0.0	1485147.4	11251988480
49	1755	0.370	5.7	245.0	16.04	31.24	0.00	0.00	23.47	15.14	1987643.2	0.0	1485017.8	11348749312
50	1799	0.367	5.7	250.0	15.98	30.10	0.00	0.00	23.40	15.16	1987434.9	0.0	1484873.0	11470425088
51	1843	0.367	5.8	255.0	15.95	30.15	0.00	0.00	23.38	15.23	1987211.8	0.0	1484731.9	11634079744
52	1887	0.370	5.8	260.0	15.95	30.17	0.00	0.00	23.37	15.18	1986989.1	0.0	1484580.4	11626617856
53	1931	0.370	5.8	265.1	15.92	30.15	0.00	0.00	23.35	15.11	1986765.9	0.0	1484427.6	11541074944
54	1975	0.367	5.7	270.1	15.84	29.98	0.00	0.00	23.28	15.19	1986550.0	0.0	1484269.6	11526942720
55	2019	0.365	5.7	275.1	15.82	29.95	0.00	0.00	23.24	15.23	1986323.1	0.0	1484109.6	11618581504
56	2063	0.368	5.7	280.1	15.83	30.00	0.00	0.00	23.25	15.15	1986112.9	0.0	1483946.9	11590920192
57	2106	0.371	5.6	285.1	15.78	29.94	0.00	0.00	23.22	15.08	1985897.0	0.0	1483792.0	11455407104
58	2150	0.368	5.8	290.1	15.73	29.96	0.00	0.00	23.18	15.20	1985676.5	0.0	1483638.8	11478495232
59	2192	0.369	5.9	295.1	15.74	30.16	0.00	0.00	23.20	15.06	1985453.8	0.0	1483479.0	11373991936
60	2234	0.369	5.8	300.1	15.69	29.96	0.00	0.00	23.17	14.95	1985238.5	0.0	1483324.5	11117377536
