T	Q1	V1	Q2	V2	Q3	V3
110.0	0.00	0.00	0.00	0.00	0.08	0.00
115.0	0.00	0.00	0.00	0.00	1008.54	1.04
120.1	0.00	0.00	0.00	0.00	2493.47	11.67
125.1	0.00	0.00	0.00	0.00	2161.81	13.26
130.1	0.00	0.00	0.00	0.00	1908.51	10.81
135.0	0.00	0.00	0.00	0.00	1686.71	8.31
140.1	0.00	0.00	0.00	0.00	1407.68	6.41
145.0	0.00	0.00	0.00	0.00	1118.93	5.25
150.1	0.00	0.00	0.00	0.00	932.58	4.96
155.0	0.00	0.00	0.00	0.00	875.51	5.60
160.1	0.00	0.00	0.00	0.00	898.56	5.99
165.1	0.00	0.00	0.00	0.00	954.16	5.28
170.1	0.00	0.00	0.00	0.00	1003.13	4.49
175.0	0.00	0.00	0.00	0.00	993.86	3.77
180.1	0.00	0.00	0.00	0.00	903.16	3.13
185.0	0.00	0.00	0.00	0.00	773.18	2.61
190.1	0.00	0.00	0.00	0.00	641.03	2.18
195.1	0.00	0.00	0.00	0.00	522.64	1.85
200.0	0.00	0.00	0.00	0.00	414.17	1.57
205.1	0.00	0.00	0.00	0.00	305.13	1.33
210.1	0.00	0.00	0.00	0.00	210.00	1.19
215.1	0.00	0.00	0.00	0.00	153.33	1.15
220.1	0.00	0.00	0.00	0.00	149.36	1.13
225.0	0.00	0.00	0.00	0.00	184.78	1.10
230.0	0.00	0.00	0.00	0.00	236.64	1.08
235.1	0.00	0.00	0.00	0.00	282.06	1.12
240.0	0.00	0.00	0.00	0.00	309.27	1.19
245.0	0.00	0.00	0.00	0.00	314.66	1.26
250.0	0.00	0.00	0.00	0.00	303.85	1.34
255.0	0.00	0.00	0.00	0.00	284.75	1.40
260.0	0.00	0.00	0.00	0.00	268.91	1.42
265.1	0.00	0.00	0.00	0.00	264.54	1.39
270.1	0.00	0.00	0.00	0.00	274.94	1.35
275.1	0.00	0.00	0.00	0.00	297.45	1.33
280.1	0.00	0.00	0.00	0.00	325.88	1.31
285.1	0.00	0.00	0.00	0.00	350.62	1.27
290.1	0.00	0.00	0.00	0.00	365.38	1.27
295.1	0.00	0.00	0.00	0.00	368.82	1.28
300.1	0.00	0.00	0.00	0.00	363.08	1.26
305.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
