T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
10.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.08	0.00	0.31
15.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.28	0.00	0.74
20.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.64	0.00	1.93
25.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	1.24	0.00	5.74
30.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	1.85	0.00	13.72
35.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	2.50	0.00	28.47
40.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	2.91	0.00	45.02
45.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.15	0.00	55.93
50.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	3.42	0.00	93.47
55.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.16	8.03	0.00	980.54
60.1	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	4.28	13.26	0.00	4782.60
65.1	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	4.15	12.80	0.00	5217.72
70.2	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	1.62	9.92	0.00	3366.09
75.1	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.01	8.27	0.00	1879.25
80.1	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	2.64	9.13	0.00	1396.50
85.1	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	2.46	8.80	0.00	1310.42
90.1	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	2.17	7.52	0.00	1480.21
95.1	0.00	0.00	0.00	2.15	0.00	0.00	0.00	0.00	2.01	7.50	0.00	1401.30
100.1	0.00	0.00	0.00	3.04	0.00	0.00	0.00	0.00	1.79	7.97	0.00	1122.34
105.0	0.00	0.00	0.00	3.61	0.00	0.00	0.00	0.00	1.48	7.67	0.00	897.96
110.0	0.00	0.00	0.00	4.05	0.00	0.00	0.00	0.00	1.19	6.96	0.00	811.41
115.0	0.00	0.00	0.00	4.38	0.00	0.00	0.00	0.00	1.15	6.58	0.00	723.97
120.1	0.00	0.00	0.00	4.67	0.00	0.00	0.00	0.00	1.14	6.24	0.00	607.39
125.1	0.00	0.00	0.00	4.91	0.00	0.00	0.00	0.00	1.12	6.01	0.00	522.96
130.1	0.00	0.00	0.00	5.12	0.00	0.00	0.00	0.00	1.08	5.82	0.00	481.32
135.0	0.00	0.03	0.00	5.34	0.00	0.00	0.00	0.00	1.05	5.68	0.00	466.27
140.1	0.00	0.00	0.00	5.68	0.00	0.00	0.00	0.00	1.01	5.62	0.00	457.16
145.0	0.00	0.00	0.00	6.16	0.00	0.00	0.00	0.00	0.99	5.58	0.00	444.18
150.1	0.00	0.36	0.00	6.81	0.00	0.00	0.00	0.00	0.96	5.52	0.00	427.97
155.0	0.00	1.45	0.00	7.78	0.00	0.00	0.00	0.00	0.94	5.43	0.00	413.10
160.1	0.01	2.47	0.00	8.85	0.00	0.00	0.00	0.00	0.93	5.34	0.00	400.66
165.1	0.01	2.92	0.00	9.69	0.00	0.00	0.00	0.00	0.93	5.26	0.00	391.14
170.1	0.01	3.14	0.00	10.40	0.00	0.00	0.00	0.00	0.92	5.20	0.00	383.44
175.0	0.01	3.27	0.00	10.95	0.00	0.00	0.00	0.00	0.91	5.15	0.00	375.82
180.1	0.01	3.34	0.00	11.40	0.00	0.00	0.00	0.00	0.90	5.11	0.00	367.81
185.0	0.01	3.39	0.00	11.82	0.00	0.00	0.00	0.00	0.89	5.06	0.00	359.68
190.1	0.01	3.42	0.00	12.18	0.00	0.00	0.00	0.00	0.88	5.01	0.00	351.01
195.1	0.01	3.44	0.00	12.48	0.00	0.00	0.00	0.00	0.86	4.96	0.00	342.63
200.0	0.01	3.45	0.00	12.75	0.00	0.00	0.00	0.00	0.85	4.92	0.00	335.56
205.1	0.01	3.48	0.00	12.96	0.00	0.00	0.00	0.00	0.85	4.88	0.00	328.99
210.1	0.01	3.51	0.00	13.15	0.00	0.00	0.00	0.00	0.84	4.84	0.00	322.85
215.1	0.01	3.51	0.00	13.38	0.00	0.00	0.00	0.00	0.83	4.81	0.00	317.03
220.1	0.01	3.52	0.00	13.53	0.00	0.00	0.00	0.00	0.82	4.77	0.00	312.08
225.0	0.01	3.53	0.00	13.64	0.00	0.00	0.00	0.00	0.82	4.74	0.00	307.65
230.0	0.01	3.52	0.00	13.75	0.00	0.00	0.00	0.00	0.80	4.69	0.00	302.00
235.1	0.01	3.50	0.00	13.92	0.00	0.00	0.00	0.00	0.80	4.64	0.00	296.33
240.0	0.01	3.48	0.00	14.08	0.00	0.00	0.00	0.00	0.79	4.59	0.00	292.01
245.0	0.01	3.45	0.00	14.19	0.00	0.00	0.00	0.00	0.79	4.54	0.00	288.08
250.0	0.01	3.42	0.00	14.33	0.00	0.00	0.00	0.00	0.79	4.49	0.00	284.76
255.0	0.01	3.41	0.00	14.47	0.00	0.00	0.00	0.00	0.79	4.45	0.00	283.04
260.0	0.01	3.40	0.00	14.57	0.00	0.00	0.00	0.00	0.79	4.43	0.00	282.35
265.1	0.01	3.41	0.00	14.57	0.00	0.00	0.00	0.00	0.79	4.41	0.00	281.35
270.1	0.01	3.39	0.00	14.52	0.00	0.00	0.00	0.00	0.79	4.38	0.00	277.88
275.1	0.01	3.38	0.00	14.56	0.00	0.00	0.00	0.00	0.78	4.35	0.00	273.99
280.1	0.01	3.37	0.00	14.55	0.00	0.00	0.00	0.00	0.78	4.33	0.00	271.31
285.1	0.01	3.36	0.00	14.47	0.00	0.00	0.00	0.00	0.78	4.30	0.00	268.78
290.1	0.01	3.35	0.00	14.47	0.00	0.00	0.00	0.00	0.78	4.28	0.00	265.96
295.1	0.01	3.36	0.00	14.42	0.00	0.00	0.00	0.00	0.78	4.27	0.00	264.98
300.1	0.01	3.36	0.00	14.26	0.00	0.00	0.00	0.00	0.77	4.26	0.00	262.93
