T	Q1	V1	Q2	V2	Q3	V3
109.0	0.00	0.00	0.00	0.00	0.57	0.00
114.1	0.00	0.00	0.00	0.00	305.17	0.00
119.1	0.00	0.00	0.00	0.00	1188.17	0.00
124.1	0.00	0.00	0.00	0.00	1284.33	1.36
129.1	0.00	0.00	0.00	0.00	4355.29	11.71
134.2	0.00	0.00	0.00	0.00	4111.26	10.95
139.1	0.00	0.00	0.00	0.00	3064.15	9.63
144.2	0.00	0.00	0.00	0.00	2854.00	9.71
149.1	0.00	0.00	0.00	0.00	2915.71	10.16
154.0	0.00	0.00	0.00	0.00	2718.01	10.56
159.0	0.00	0.00	0.00	0.00	2680.73	11.00
164.0	0.00	0.00	0.00	0.00	2791.90	11.30
169.1	0.00	0.00	0.00	0.00	2491.40	10.77
174.2	0.00	0.00	0.00	0.00	1974.19	9.96
179.2	0.00	0.00	0.00	0.00	1542.03	9.14
184.1	0.00	0.00	0.00	0.00	1212.84	8.37
189.0	0.00	0.00	0.00	0.00	977.71	7.67
194.0	0.00	0.00	0.00	0.00	808.26	6.90
199.0	0.10	0.15	0.00	0.00	683.32	6.25
204.0	0.36	0.32	0.00	0.00	590.57	5.53
209.1	0.59	0.98	0.00	0.00	509.10	4.86
214.1	0.69	1.21	0.00	0.00	437.19	4.23
219.1	0.65	1.26	0.00	0.00	372.50	3.73
224.1	0.60	1.12	0.00	0.00	316.30	3.35
229.1	0.52	0.90	0.00	0.00	270.63	2.99
234.1	0.50	0.91	0.00	0.00	232.21	2.82
239.0	0.44	0.74	0.00	0.00	207.12	2.63
244.1	0.40	0.60	0.00	0.00	193.88	2.45
249.1	0.38	0.50	0.00	0.00	198.20	2.34
254.1	0.39	0.44	0.00	0.00	220.44	2.33
259.0	0.44	0.41	0.00	0.00	255.15	2.40
264.1	0.50	0.45	0.00	0.00	294.33	2.53
269.2	0.59	0.56	0.00	0.00	326.24	2.68
274.0	0.71	0.72	0.00	0.00	346.76	2.80
279.1	0.84	0.89	0.00	0.00	360.13	2.91
284.1	0.93	1.03	0.00	0.00	369.77	2.96
289.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
