nout	nsum	z0_vflow1	z0vchange1	z0_vflow2	z0vchange2	z0_vflow3	z0vchange3
0	0	9976193.000	0	0.000	0	1488957.125	0
1	5.0	9976511.000	0.000	0.000	0.000	1488932.625	0.000
2	10.1	9976462.000	0.000	0.000	0.000	1488886.500	0.000
3	15.1	9976292.000	0.000	0.000	0.000	1488817.375	0.000
4	20.1	9976155.000	0.000	0.000	0.000	1488745.875	0.000
5	25.1	9976031.000	0.000	0.000	0.000	1488678.750	0.000
6	30.1	9975893.000	0.000	0.000	0.000	1488623.000	0.000
7	35.1	9975716.000	0.000	0.000	0.000	1488590.625	0.000
8	40.0	9975548.000	0.000	0.000	0.000	1488567.500	0.000
9	45.2	9975374.000	0.000	0.000	0.000	1488543.375	0.000
10	50.1	9975247.000	0.000	0.000	0.000	1488514.500	0.000
11	55.1	9975094.000	0.000	0.000	0.000	1488476.625	0.000
12	60.1	9975014.000	0.000	0.000	0.000	1488435.750	0.000
13	65.1	9974744.000	0.000	0.000	0.000	1488392.250	0.000
14	70.1	9974592.000	0.000	0.000	0.000	1488342.000	0.000
15	75.1	9974462.000	0.000	0.000	0.000	1488286.625	0.000
16	80.1	9974358.000	0.000	0.000	0.000	1488235.250	0.000
17	85.1	9974261.000	0.000	0.000	0.000	1488172.000	0.000
18	90.1	9974191.000	0.000	0.000	0.000	1488115.875	0.000
19	95.0	9974116.000	0.000	0.000	0.000	1488056.000	0.000
20	100.2	9973985.000	0.000	0.000	0.000	1488001.625	0.000
21	105.2	9973949.000	0.000	0.000	0.000	1487949.125	0.000
22	110.1	9973816.000	0.000	0.000	0.000	1487895.750	0.000
23	115.1	9973734.000	0.000	0.000	0.000	1487835.875	0.000
24	120.1	9973655.000	0.000	0.000	0.000	1487773.625	0.000
25	125.0	9973556.000	0.000	0.000	0.000	1487713.000	0.000
26	130.1	9973405.000	0.000	0.000	0.000	1487646.125	0.000
27	135.1	9973340.000	0.000	0.000	0.000	1487577.125	0.000
28	140.1	9973274.000	0.000	0.000	0.000	1487501.625	0.000
29	145.1	9973129.000	0.000	0.000	0.000	1487421.000	0.000
30	150.2	9973039.000	0.000	0.000	0.000	1487332.250	0.000
31	155.1	9972943.000	0.000	0.000	0.000	1487246.375	0.000
32	160.2	9972802.000	0.000	0.000	0.000	1487168.125	0.000
33	165.1	9972671.000	0.000	0.000	0.000	1487078.000	0.000
34	170.0	9972546.000	0.000	0.000	0.000	1486990.125	0.000
35	175.0	9972481.000	0.000	0.000	0.000	1486894.625	0.000
36	180.0	9972332.000	0.000	0.000	0.000	1486805.750	0.000
37	185.1	9972228.000	0.000	0.000	0.000	1486710.000	0.000
38	190.2	9972099.000	0.000	0.000	0.000	1486619.625	0.000
39	195.2	9972025.000	0.000	0.000	0.000	1486531.625	0.000
40	200.1	9971885.000	0.000	0.000	0.000	1486428.375	0.000
41	205.0	9971782.000	0.000	0.000	0.000	1486330.625	0.000
42	210.0	9971672.000	0.000	0.000	0.000	1486224.125	0.000
43	215.0	9971489.000	0.000	0.000	0.000	1486107.125	0.000
44	220.0	9971378.000	0.000	0.000	0.000	1485998.500	0.000
45	225.1	9971212.000	0.000	0.000	0.000	1485880.375	0.000
46	230.1	9971081.000	0.000	0.000	0.000	1485760.875	0.000
47	235.1	9970974.000	0.000	0.000	0.000	1485645.625	0.000
48	240.1	9970771.000	0.000	0.000	0.000	1485530.250	0.000
49	245.1	9970660.000	0.000	0.000	0.000	1485411.500	0.000
50	250.1	9970476.000	0.000	0.000	0.000	1485298.750	0.000
51	255.0	9970303.000	0.000	0.000	0.000	1485183.250	0.000
52	260.1	9970187.000	0.000	0.000	0.000	1485052.250	0.000
53	265.1	9970055.000	0.000	0.000	0.000	1484939.625	0.000
54	270.1	9969908.000	0.000	0.000	0.000	1484809.875	0.000
55	275.0	9969753.000	0.000	0.000	0.000	1484697.625	0.000
56	280.1	9969599.000	0.000	0.000	0.000	1484568.500	0.000
57	285.2	9969461.000	0.000	0.000	0.000	1484442.000	0.000
58	290.0	9969306.000	0.000	0.000	0.000	1484322.875	0.000
59	295.1	9969185.000	0.000	0.000	0.000	1484193.750	0.000
60	300.1	9968996.000	0.000	0.000	0.000	1484070.625	0.000
