T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
50.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
55.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
60.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
65.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
70.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
75.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4633.50
80.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6878.15
85.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5728.50
90.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.09	0.00	5049.06
95.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.28	0.00	6217.90
100.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.39	0.00	7449.79
105.2	0.00	0.00	0.00	29.78	0.00	0.00	0.00	0.00	0.49	8.39	0.00	6402.68
110.1	0.01	15.68	0.00	38.58	0.00	0.00	0.00	0.00	1.24	17.74	0.00	5726.39
115.1	0.01	12.12	0.00	45.29	0.00	0.00	0.00	0.00	0.84	13.43	0.00	5558.40
120.1	0.01	6.13	0.00	49.08	0.00	0.00	0.00	0.00	1.06	7.82	0.00	5156.94
125.0	0.01	3.93	0.00	45.28	0.00	0.00	0.00	0.00	0.88	6.06	0.00	4214.63
130.1	0.00	3.03	0.00	36.21	0.00	0.00	0.00	0.00	0.55	4.89	0.00	3077.05
135.1	0.01	0.81	0.00	26.95	0.00	0.00	0.00	0.00	0.70	2.33	0.00	2156.15
140.1	0.01	0.42	0.00	20.09	0.00	0.00	0.00	0.00	1.40	2.66	0.00	1334.07
145.1	0.01	0.03	0.00	17.27	0.00	0.00	0.00	0.00	2.24	1.91	0.00	1302.44
150.2	0.03	0.74	0.00	19.87	0.00	0.00	0.00	0.00	3.89	2.43	0.00	1837.24
155.1	0.05	2.83	0.00	27.33	0.00	0.00	0.00	0.00	4.45	4.37	0.00	2395.31
160.2	0.06	2.94	0.00	33.31	0.00	0.00	0.00	0.00	4.74	4.06	0.00	2435.23
165.1	0.07	1.77	0.00	30.86	0.00	0.00	0.00	0.00	4.99	2.84	0.00	2022.15
170.0	0.08	0.63	0.00	20.76	0.00	0.00	0.00	0.00	5.15	1.67	0.00	1401.44
175.0	0.08	0.09	0.00	5.56	0.00	0.00	0.00	0.00	5.19	0.73	0.00	567.33
180.0	0.08	0.09	0.00	0.17	0.00	0.00	0.00	0.00	5.27	0.57	0.00	50.05
185.1	0.07	0.06	0.00	-0.20	0.00	0.00	0.00	0.00	5.32	0.43	0.00	0.38
190.2	0.07	0.00	0.00	-0.05	0.00	0.00	0.00	0.00	5.34	0.38	0.00	134.39
195.2	0.07	0.04	0.00	0.29	0.00	0.00	0.00	0.00	5.37	0.46	0.00	337.77
200.1	0.08	0.01	0.00	0.53	0.00	0.00	0.00	0.00	5.29	0.56	0.00	506.00
205.0	0.08	0.00	0.00	0.82	0.00	0.00	0.00	0.00	5.33	0.64	0.00	614.62
210.0	0.08	0.09	0.00	1.47	0.00	0.00	0.00	0.00	5.19	0.65	0.00	665.09
215.0	0.08	0.02	0.00	1.38	0.00	0.00	0.00	0.00	5.15	0.62	0.00	625.47
220.0	0.08	0.00	0.00	1.15	0.00	0.00	0.00	0.00	5.10	0.57	0.00	583.86
225.1	0.08	0.05	0.00	0.77	0.00	0.00	0.00	0.00	5.07	0.50	0.00	497.24
230.1	0.08	0.02	0.00	0.52	0.00	0.00	0.00	0.00	5.08	0.46	0.00	423.46
235.1	0.08	0.07	0.00	0.26	0.00	0.00	0.00	0.00	5.12	0.44	0.00	367.65
240.1	0.08	0.06	0.00	0.34	0.00	0.00	0.00	0.00	5.14	0.42	0.00	325.38
245.1	0.08	0.06	0.00	0.25	0.00	0.00	0.00	0.00	5.12	0.42	0.00	305.38
250.1	0.08	0.03	0.00	0.15	0.00	0.00	0.00	0.00	5.16	0.46	0.00	306.73
255.0	0.08	0.02	0.00	0.25	0.00	0.00	0.00	0.00	5.11	0.47	0.00	298.18
260.1	0.08	0.08	0.00	0.24	0.00	0.00	0.00	0.00	5.09	0.50	0.00	300.17
265.1	0.08	0.07	0.00	0.17	0.00	0.00	0.00	0.00	5.06	0.51	0.00	302.76
270.1	0.08	0.04	0.00	0.34	0.00	0.00	0.00	0.00	5.05	0.51	0.00	298.42
275.0	0.08	0.07	0.00	0.33	0.00	0.00	0.00	0.00	5.03	0.52	0.00	290.67
280.1	0.08	0.03	0.00	0.51	0.00	0.00	0.00	0.00	5.04	0.51	0.00	292.80
285.2	0.08	0.02	0.00	0.35	0.00	0.00	0.00	0.00	5.04	0.51	0.00	285.90
290.0	0.08	0.10	0.00	0.41	0.00	0.00	0.00	0.00	5.04	0.54	0.00	278.21
295.1	0.08	0.11	0.00	0.50	0.00	0.00	0.00	0.00	5.04	0.55	0.00	266.52
300.1	0.08	0.15	0.00	0.50	0.00	0.00	0.00	0.00	5.03	0.57	0.00	263.05
