T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
40.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
50.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
55.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
60.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
65.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
70.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
75.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
85.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
90.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
95.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
105.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
110.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
115.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
120.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
125.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.57
130.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	305.17
135.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1188.17
140.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.36	0.00	1284.33
145.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	11.71	0.00	4355.29
150.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	10.95	0.00	4111.26
155.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	9.63	0.00	3064.15
160.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	9.71	0.00	2854.00
165.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.13	10.16	0.00	2915.71
170.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.45	10.56	0.00	2718.01
175.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	11.00	0.00	2680.73
180.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.21	11.30	0.00	2791.90
185.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.06	10.77	0.00	2491.40
190.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.54	9.96	0.00	1974.19
195.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	9.14	0.00	1542.03
200.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.77	8.37	0.00	1212.84
205.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	7.67	0.00	977.71
210.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51	6.90	0.00	808.26
215.0	0.00	0.15	0.00	0.10	0.00	0.00	0.00	0.00	1.46	6.25	0.00	683.32
220.0	0.00	0.32	0.00	0.36	0.00	0.00	0.00	0.00	1.43	5.53	0.00	590.57
225.1	0.01	0.98	0.00	0.59	0.00	0.00	0.00	0.00	1.40	4.86	0.00	509.10
230.1	0.01	1.21	0.00	0.69	0.00	0.00	0.00	0.00	1.38	4.23	0.00	437.19
235.1	0.01	1.26	0.00	0.65	0.00	0.00	0.00	0.00	1.38	3.73	0.00	372.50
240.1	0.01	1.12	0.00	0.60	0.00	0.00	0.00	0.00	1.38	3.35	0.00	316.30
245.1	0.01	0.90	0.00	0.52	0.00	0.00	0.00	0.00	1.38	2.99	0.00	270.63
250.1	0.01	0.91	0.00	0.50	0.00	0.00	0.00	0.00	1.39	2.82	0.00	232.21
255.0	0.01	0.74	0.00	0.44	0.00	0.00	0.00	0.00	1.41	2.63	0.00	207.12
260.1	0.01	0.60	0.00	0.40	0.00	0.00	0.00	0.00	1.45	2.45	0.00	193.88
265.1	0.01	0.50	0.00	0.38	0.00	0.00	0.00	0.00	1.51	2.34	0.00	198.20
270.1	0.01	0.44	0.00	0.39	0.00	0.00	0.00	0.00	1.61	2.33	0.00	220.44
275.0	0.01	0.41	0.00	0.44	0.00	0.00	0.00	0.00	1.71	2.40	0.00	255.15
280.1	0.01	0.45	0.00	0.50	0.00	0.00	0.00	0.00	1.81	2.53	0.00	294.33
285.2	0.01	0.56	0.00	0.59	0.00	0.00	0.00	0.00	1.87	2.68	0.00	326.24
290.0	0.01	0.72	0.00	0.71	0.00	0.00	0.00	0.00	1.89	2.80	0.00	346.76
295.1	0.01	0.89	0.00	0.84	0.00	0.00	0.00	0.00	1.89	2.91	0.00	360.13
300.1	0.01	1.03	0.00	0.93	0.00	0.00	0.00	0.00	1.89	2.96	0.00	369.77
