T	Q1	V1	Q2	V2	Q3	V3
75.1	0.00	0.00	0.00	0.00	4633.50	0.00
80.1	0.00	0.00	0.00	0.00	6878.15	0.00
85.1	0.00	0.00	0.00	0.00	5728.50	0.00
90.1	0.00	0.00	0.00	0.00	5049.06	0.09
95.0	0.00	0.00	0.00	0.00	6217.90	0.28
100.2	0.00	0.00	0.00	0.00	7449.79	0.39
105.2	29.78	0.00	0.00	0.00	6402.68	8.39
110.1	38.58	15.68	0.00	0.00	5726.39	17.74
115.1	45.29	12.12	0.00	0.00	5558.40	13.43
120.1	49.08	6.13	0.00	0.00	5156.94	7.82
125.0	45.28	3.93	0.00	0.00	4214.63	6.06
130.1	36.21	3.03	0.00	0.00	3077.05	4.89
135.1	26.95	0.81	0.00	0.00	2156.15	2.33
140.1	20.09	0.42	0.00	0.00	1334.07	2.66
145.1	17.27	0.03	0.00	0.00	1302.44	1.91
150.2	19.87	0.74	0.00	0.00	1837.24	2.43
155.1	27.33	2.83	0.00	0.00	2395.31	4.37
160.2	33.31	2.94	0.00	0.00	2435.23	4.06
165.1	30.86	1.77	0.00	0.00	2022.15	2.84
170.0	20.76	0.63	0.00	0.00	1401.44	1.67
175.0	5.56	0.09	0.00	0.00	567.33	0.73
180.0	0.17	0.09	0.00	0.00	50.05	0.57
185.1	-0.20	0.06	0.00	0.00	0.38	0.43
190.2	-0.05	0.00	0.00	0.00	134.39	0.38
195.2	0.29	0.04	0.00	0.00	337.77	0.46
200.1	0.53	0.01	0.00	0.00	506.00	0.56
205.0	0.82	0.00	0.00	0.00	614.62	0.64
210.0	1.47	0.09	0.00	0.00	665.09	0.65
215.0	1.38	0.02	0.00	0.00	625.47	0.62
220.0	1.15	0.00	0.00	0.00	583.86	0.57
225.1	0.77	0.05	0.00	0.00	497.24	0.50
230.1	0.52	0.02	0.00	0.00	423.46	0.46
235.1	0.26	0.07	0.00	0.00	367.65	0.44
240.1	0.34	0.06	0.00	0.00	325.38	0.42
245.1	0.25	0.06	0.00	0.00	305.38	0.42
250.1	0.15	0.03	0.00	0.00	306.73	0.46
255.0	0.25	0.02	0.00	0.00	298.18	0.47
260.1	0.24	0.08	0.00	0.00	300.17	0.50
265.1	0.17	0.07	0.00	0.00	302.76	0.51
270.1	0.34	0.04	0.00	0.00	298.42	0.51
275.0	0.33	0.07	0.00	0.00	290.67	0.52
280.1	0.51	0.03	0.00	0.00	292.80	0.51
285.2	0.35	0.02	0.00	0.00	285.90	0.51
290.0	0.41	0.10	0.00	0.00	278.21	0.54
295.1	0.50	0.11	0.00	0.00	266.52	0.55
300.1	0.50	0.15	0.00	0.00	263.05	0.57
305.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
