T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
10.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.08	0.00	0.34
15.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.27	0.00	0.93
20.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.61	0.00	1.95
25.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	1.20	0.00	5.62
30.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	1.84	0.00	13.51
35.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	2.49	0.00	28.05
40.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	2.67	0.00	38.50
45.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.85	0.00	48.11
50.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.22	0.00	62.74
55.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	3.42	0.00	70.14
60.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.75	0.00	88.62
65.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	4.25	0.00	131.16
70.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	4.42	0.00	157.74
75.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	4.52	0.00	168.02
80.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	4.36	0.00	151.18
85.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	4.05	0.00	121.48
90.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	3.66	0.00	103.69
95.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	4.20	0.00	158.99
100.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.66	5.06	0.00	278.13
105.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	5.31	0.00	350.34
110.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	5.42	0.00	363.29
115.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	5.32	0.00	317.14
120.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	5.03	0.00	242.42
125.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	4.66	0.00	174.24
130.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.24	0.00	123.49
135.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	3.83	0.00	91.47
140.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	3.46	0.00	72.76
145.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.20	0.00	64.14
150.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.10	0.00	63.01
155.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	3.11	0.00	66.20
160.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	3.17	0.00	71.47
165.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	3.25	0.00	77.59
170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.33	0.00	83.40
175.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.40	0.00	87.02
180.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	3.45	0.00	88.21
185.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.48	0.00	86.84
190.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	3.46	0.00	82.93
195.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	3.41	0.00	77.31
200.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	3.33	0.00	71.43
205.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.25	0.00	66.75
210.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.17	0.00	63.24
215.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.10	0.00	61.02
220.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.07	0.00	60.39
225.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.06	0.00	60.94
230.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.07	0.00	61.93
