T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
235.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.09	0.00	62.90
240.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.11	0.00	63.74
245.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.15	0.00	64.54
250.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.17	0.00	64.44
255.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.10	0.00	61.52
260.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.07	0.00	59.59
265.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.03	0.00	58.47
270.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	2.90	0.00	54.52
275.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	2.96	0.00	56.75
280.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	2.96	0.00	57.68
285.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	2.88	0.00	55.46
290.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	2.94	0.00	57.82
295.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	2.98	0.00	59.87
300.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	2.92	0.00	58.05
