T	Q1	V1	Q2	V2	Q3	V3
5.1	0.00	0.00	0.00	0.00	0.03	0.00
10.1	0.00	0.00	0.00	0.00	0.34	0.08
15.0	0.00	0.00	0.00	0.00	0.93	0.27
20.0	0.00	0.00	0.00	0.00	1.95	0.61
25.1	0.00	0.00	0.00	0.00	5.62	1.20
30.1	0.00	0.00	0.00	0.00	13.51	1.84
35.1	0.00	0.00	0.00	0.00	28.05	2.49
40.1	0.00	0.00	0.00	0.00	38.50	2.67
45.0	0.00	0.00	0.00	0.00	48.11	2.85
50.1	0.00	0.00	0.00	0.00	62.74	3.22
55.1	0.00	0.00	0.00	0.00	70.14	3.42
60.0	0.00	0.00	0.00	0.00	88.62	3.75
65.2	0.00	0.00	0.00	0.00	131.16	4.25
70.1	0.00	0.00	0.00	0.00	157.74	4.42
75.1	0.00	0.00	0.00	0.00	168.02	4.52
80.1	0.00	0.00	0.00	0.00	151.18	4.36
85.1	0.00	0.00	0.00	0.00	121.48	4.05
90.1	0.00	0.00	0.00	0.00	103.69	3.66
95.1	0.00	0.00	0.00	0.00	158.99	4.20
100.1	0.00	0.00	0.00	0.00	278.13	5.06
105.1	0.00	0.00	0.00	0.00	350.34	5.31
110.0	0.00	0.00	0.00	0.00	363.29	5.42
115.1	0.00	0.00	0.00	0.00	317.14	5.32
120.0	0.00	0.00	0.00	0.00	242.42	5.03
125.0	0.00	0.00	0.00	0.00	174.24	4.66
130.1	0.00	0.00	0.00	0.00	123.49	4.24
135.0	0.00	0.00	0.00	0.00	91.47	3.83
140.0	0.00	0.00	0.00	0.00	72.76	3.46
145.0	0.00	0.00	0.00	0.00	64.14	3.20
150.1	0.00	0.00	0.00	0.00	63.01	3.10
155.1	0.00	0.00	0.00	0.00	66.20	3.11
160.1	0.00	0.00	0.00	0.00	71.47	3.17
165.0	0.00	0.00	0.00	0.00	77.59	3.25
170.1	0.00	0.00	0.00	0.00	83.40	3.33
175.0	0.00	0.00	0.00	0.00	87.02	3.40
180.0	0.00	0.00	0.00	0.00	88.21	3.45
185.0	0.00	0.00	0.00	0.00	86.84	3.48
190.0	0.00	0.00	0.00	0.00	82.93	3.46
195.0	0.00	0.00	0.00	0.00	77.31	3.41
200.1	0.00	0.00	0.00	0.00	71.43	3.33
205.0	0.00	0.00	0.00	0.00	66.75	3.25
210.1	0.00	0.00	0.00	0.00	63.24	3.17
215.0	0.00	0.00	0.00	0.00	61.02	3.10
220.1	0.00	0.00	0.00	0.00	60.39	3.07
225.1	0.00	0.00	0.00	0.00	60.94	3.06
230.0	0.00	0.00	0.00	0.00	61.93	3.07
235.1	0.00	0.00	0.00	0.00	62.90	3.09
240.0	0.00	0.00	0.00	0.00	63.74	3.11
245.0	0.00	0.00	0.00	0.00	64.54	3.15
250.1	0.00	0.00	0.00	0.00	64.44	3.17
255.0	0.00	0.00	0.00	0.00	61.52	3.10
260.0	0.00	0.00	0.00	0.00	59.59	3.07
265.1	0.00	0.00	0.00	0.00	58.47	3.03
270.0	0.00	0.00	0.00	0.00	54.52	2.90
275.1	0.00	0.00	0.00	0.00	56.75	2.96
280.1	0.00	0.00	0.00	0.00	57.68	2.96
285.0	0.00	0.00	0.00	0.00	55.46	2.88
290.0	0.00	0.00	0.00	0.00	57.82	2.94
295.1	0.00	0.00	0.00	0.00	59.87	2.98
300.1	0.00	0.00	0.00	0.00	58.05	2.92
305.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
