T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
230.0	0.04	3.54	0.00	76.46	0.00	0.00	0.00	0.00	1.26	4.30	0.00	450.81
235.0	0.04	3.40	0.00	76.57	0.00	0.00	0.00	0.00	1.23	4.15	0.00	435.37
240.1	0.05	3.38	0.00	76.17	0.00	0.00	0.00	0.00	1.25	4.13	0.00	430.01
245.1	0.05	3.32	0.00	74.38	0.00	0.00	0.00	0.00	1.26	4.07	0.00	420.30
250.1	0.05	3.25	0.00	73.57	0.00	0.00	0.00	0.00	1.24	3.99	0.00	406.70
255.0	0.05	3.17	0.00	73.74	0.00	0.00	0.00	0.00	1.23	3.91	0.00	393.01
260.0	0.05	3.10	0.00	74.56	0.00	0.00	0.00	0.00	1.22	3.84	0.00	381.43
265.0	0.06	3.03	0.00	73.66	0.00	0.00	0.00	0.00	1.21	3.75	0.00	369.58
270.1	0.06	2.94	0.00	73.44	0.00	0.00	0.00	0.00	1.20	3.67	0.00	358.28
275.1	0.06	2.86	0.00	73.42	0.00	0.00	0.00	0.00	1.18	3.58	0.00	347.98
280.1	0.06	2.78	0.00	74.12	0.00	0.00	0.00	0.00	1.18	3.49	0.00	338.78
285.0	0.06	2.71	0.00	74.88	0.00	0.00	0.00	0.00	1.18	3.42	0.00	332.84
290.1	0.06	2.64	0.00	74.74	0.00	0.00	0.00	0.00	1.18	3.35	0.00	327.46
295.1	0.06	2.58	0.00	75.28	0.00	0.00	0.00	0.00	1.19	3.28	0.00	323.31
300.1	0.06	2.51	0.00	74.97	0.00	0.00	0.00	0.00	1.19	3.21	0.00	319.41
