nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
50	1613	0.374	6.4	250.1	15.45	14.96	0.00	0.00	20.16	14.56	1972537.8	0.0	1484430.4	8554927616
51	1650	0.380	6.4	255.0	15.49	14.92	0.00	0.00	20.16	14.54	1972416.0	0.0	1484271.1	8355624448
52	1687	0.384	7.2	260.0	15.57	15.13	0.00	0.00	20.20	14.68	1972292.8	0.0	1484109.1	8235441664
53	1724	0.384	7.0	265.0	15.56	14.92	0.00	0.00	20.18	14.43	1972163.1	0.0	1483959.8	7905198592
54	1761	0.379	7.0	270.1	15.51	15.03	0.00	0.00	20.15	14.44	1972024.8	0.0	1483804.6	7824061440
55	1798	0.380	6.7	275.1	15.50	14.97	0.00	0.00	20.11	14.40	1971887.5	0.0	1483647.6	7750640640
56	1836	0.390	6.6	280.1	15.46	15.08	0.00	0.00	20.05	14.49	1971746.8	0.0	1483486.2	7827785216
57	1873	0.370	6.8	285.0	15.47	15.12	0.00	0.00	20.02	14.48	1971598.0	0.0	1483333.4	7819076096
58	1911	0.371	6.4	290.1	15.45	14.91	0.00	0.00	19.97	14.41	1971462.5	0.0	1483161.0	7738319872
59	1949	0.377	6.7	295.1	15.42	15.24	0.00	0.00	19.95	14.52	1971316.4	0.0	1482999.6	7847015936
60	1987	0.367	6.5	300.1	15.39	14.96	0.00	0.00	19.91	14.47	1971175.0	0.0	1482828.6	7719270912
