T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
1150.2	0.82	0.06	0.00	-7.11	0.00	0.00	0.00	0.00	4.31	0.30	0.00	56.80
1200.0	0.87	0.13	0.00	-7.81	0.00	0.00	0.00	0.00	4.25	0.29	0.00	53.38
1250.2	0.93	0.08	0.00	-8.05	0.00	0.00	0.00	0.00	4.20	0.28	0.00	51.85
1300.2	0.98	0.07	0.00	-11.17	0.00	0.00	0.00	0.00	4.11	0.27	0.00	46.66
1350.2	1.05	0.04	0.00	-13.53	0.00	0.00	0.00	0.00	4.05	0.27	0.00	39.85
1400.0	1.11	0.10	0.00	-12.15	0.00	0.00	0.00	0.00	4.02	0.25	0.00	44.51
1450.1	1.18	0.11	0.00	-12.38	0.00	0.00	0.00	0.00	4.01	0.25	0.00	42.95
1500.2	1.25	0.08	0.00	-10.77	0.00	0.00	0.00	0.00	4.02	0.24	0.00	43.74
1550.0	1.32	0.08	0.00	-11.89	0.00	0.00	0.00	0.00	4.01	0.23	0.00	43.96
1600.1	1.38	0.08	0.00	-11.99	0.00	0.00	0.00	0.00	3.98	0.22	0.00	44.19
1650.1	1.46	0.10	0.00	-12.84	0.00	0.00	0.00	0.00	3.97	0.22	0.00	43.08
1700.2	1.53	0.05	0.00	-15.61	0.00	0.00	0.00	0.00	3.97	0.21	0.00	43.04
1750.2	1.61	0.02	0.00	-15.62	0.00	0.00	0.00	0.00	3.97	0.21	0.00	42.00
1800.1	1.67	0.07	0.00	-21.49	0.00	0.00	0.00	0.00	3.90	0.20	0.00	34.92
1850.1	1.77	0.09	0.00	-21.41	0.00	0.00	0.00	0.00	3.87	0.20	0.00	37.36
1900.0	1.86	0.08	0.00	-19.69	0.00	0.00	0.00	0.00	3.89	0.20	0.00	38.93
1950.1	1.95	0.08	0.00	-24.48	0.00	0.00	0.00	0.00	3.84	0.19	0.00	34.01
2000.1	2.05	0.03	0.00	-25.40	0.00	0.00	0.00	0.00	3.84	0.19	0.00	33.67
2050.0	2.16	0.05	0.00	-21.82	0.00	0.00	0.00	0.00	3.87	0.18	0.00	36.69
2100.2	2.25	0.09	0.00	-22.42	0.00	0.00	0.00	0.00	3.85	0.18	0.00	33.01
2150.1	2.32	0.02	0.00	-35.14	0.00	0.00	0.00	0.00	3.79	0.17	0.00	24.69
2200.1	2.45	0.02	0.00	-37.40	0.00	0.00	0.00	0.00	3.77	0.18	0.00	28.10
2250.1	2.57	0.05	0.00	-35.73	0.00	0.00	0.00	0.00	3.75	0.17	0.00	26.04
2300.1	2.68	0.07	0.00	-42.60	0.00	0.00	0.00	0.00	3.71	0.17	0.00	24.33
2350.1	2.78	0.04	0.00	-43.06	0.00	0.00	0.00	0.00	3.68	0.16	0.00	25.50
2400.0	2.92	0.04	0.00	-44.96	0.00	0.00	0.00	0.00	3.66	0.16	0.00	25.29
2450.0	3.05	0.02	0.00	-56.46	0.00	0.00	0.00	0.00	3.62	0.16	0.00	21.17
2500.1	3.19	0.04	0.00	-59.77	0.00	0.00	0.00	0.00	3.58	0.15	0.00	20.19
2550.0	3.33	0.00	0.00	-72.24	0.00	0.00	0.00	0.00	3.55	0.15	0.00	20.72
2600.1	3.45	0.06	0.00	-61.92	0.00	0.00	0.00	0.00	3.52	0.15	0.00	23.32
2650.1	3.59	0.04	0.00	-67.51	0.00	0.00	0.00	0.00	3.48	0.14	0.00	21.63
2700.1	3.74	0.06	0.00	-80.90	0.00	0.00	0.00	0.00	3.43	0.15	0.00	19.25
2750.1	3.90	0.00	0.00	-90.27	0.00	0.00	0.00	0.00	3.39	0.14	0.00	19.42
2800.1	4.05	0.05	0.00	-83.17	0.00	0.00	0.00	0.00	3.35	0.14	0.00	18.65
2850.0	4.19	0.11	0.00	-88.95	0.00	0.00	0.00	0.00	3.31	0.14	0.00	17.69
2900.1	4.38	0.09	0.00	-88.68	0.00	0.00	0.00	0.00	3.30	0.16	0.00	19.23
2950.1	4.55	0.00	0.00	-89.22	0.00	0.00	0.00	0.00	3.30	0.13	0.00	20.94
3000.0	4.68	0.00	0.00	-93.05	0.00	0.00	0.00	0.00	3.28	0.14	0.00	21.68
3050.0	4.80	0.00	0.00	-90.23	0.00	0.00	0.00	0.00	3.26	0.14	0.00	21.55
3100.0	4.95	0.00	0.00	-70.50	0.00	0.00	0.00	0.00	3.30	0.14	0.00	27.83
3150.0	5.04	0.07	0.00	-90.91	0.00	0.00	0.00	0.00	3.28	0.12	0.00	26.93
3200.0	5.14	0.00	0.00	-89.39	0.00	0.00	0.00	0.00	3.26	0.12	0.00	28.39
3250.0	5.26	0.00	0.00	-95.06	0.00	0.00	0.00	0.00	3.23	0.13	0.00	29.17
3300.1	5.40	0.11	0.00	-72.23	0.00	0.00	0.00	0.00	3.21	0.13	0.00	27.35
3350.0	5.52	0.04	0.00	-85.26	0.00	0.00	0.00	0.00	3.19	0.13	0.00	29.12
3400.1	5.64	0.00	0.00	-103.30	0.00	0.00	0.00	0.00	3.17	0.12	0.00	30.91
3450.0	5.78	0.00	0.00	-88.54	0.00	0.00	0.00	0.00	3.15	0.13	0.00	30.92
3500.1	6.00	0.00	0.00	-42.81	0.00	0.00	0.00	0.00	3.20	0.14	0.00	34.15
3550.1	6.04	0.00	0.00	-75.09	0.00	0.00	0.00	0.00	3.18	0.12	0.00	34.97
3600.1	6.13	0.00	0.00	-85.84	0.00	0.00	0.00	0.00	3.16	0.12	0.00	34.95
