T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
1150.2	0.09	0.54	0.00	4.57	0.00	0.00	0.00	0.00	2.62	1.22	0.00	173.50
1200.0	0.09	0.55	0.00	4.51	0.00	0.00	0.00	0.00	2.56	1.24	0.00	164.31
1250.2	0.09	0.52	0.00	4.26	0.00	0.00	0.00	0.00	2.51	1.20	0.00	152.08
1300.2	0.08	0.63	0.00	4.32	0.00	0.00	0.00	0.00	2.44	1.32	0.00	150.82
1350.2	0.08	0.62	0.00	4.18	0.00	0.00	0.00	0.00	2.43	1.31	0.00	142.50
1400.0	0.08	0.57	0.00	3.99	0.00	0.00	0.00	0.00	2.36	1.25	0.00	131.38
1450.1	0.09	0.50	0.00	3.67	0.00	0.00	0.00	0.00	2.33	1.17	0.00	116.59
1500.2	0.09	0.50	0.00	3.92	0.00	0.00	0.00	0.00	2.29	1.18	0.00	114.40
1550.0	0.09	0.50	0.00	3.87	0.00	0.00	0.00	0.00	2.26	1.17	0.00	109.29
1600.1	0.09	0.52	0.00	3.73	0.00	0.00	0.00	0.00	2.19	1.18	0.00	105.18
1650.1	0.09	0.47	0.00	3.79	0.00	0.00	0.00	0.00	2.20	1.15	0.00	98.26
1700.2	0.09	0.49	0.00	3.86	0.00	0.00	0.00	0.00	2.18	1.16	0.00	96.17
1750.2	0.09	0.44	0.00	3.75	0.00	0.00	0.00	0.00	2.15	1.12	0.00	89.57
1800.1	0.09	0.63	0.00	4.07	0.00	0.00	0.00	0.00	2.12	1.29	0.00	95.43
1850.1	0.10	0.62	0.00	4.20	0.00	0.00	0.00	0.00	2.07	1.27	0.00	92.35
1900.0	0.10	0.58	0.00	4.16	0.00	0.00	0.00	0.00	2.06	1.23	0.00	86.97
1950.1	0.10	0.61	0.00	4.26	0.00	0.00	0.00	0.00	2.05	1.27	0.00	88.15
2000.1	0.10	0.57	0.00	4.25	0.00	0.00	0.00	0.00	2.04	1.23	0.00	84.23
2050.0	0.10	0.47	0.00	4.18	0.00	0.00	0.00	0.00	2.02	1.11	0.00	77.23
2100.2	0.10	0.51	0.00	4.33	0.00	0.00	0.00	0.00	2.01	1.16	0.00	78.78
2150.1	0.10	0.60	0.00	4.39	0.00	0.00	0.00	0.00	1.99	1.26	0.00	80.48
2200.1	0.11	0.61	0.00	4.70	0.00	0.00	0.00	0.00	1.98	1.26	0.00	82.32
2250.1	0.11	0.59	0.00	4.79	0.00	0.00	0.00	0.00	1.97	1.23	0.00	81.19
2300.1	0.11	0.62	0.00	5.05	0.00	0.00	0.00	0.00	1.95	1.27	0.00	82.83
2350.1	0.11	0.68	0.00	5.30	0.00	0.00	0.00	0.00	1.90	1.32	0.00	83.50
2400.0	0.11	0.66	0.00	5.38	0.00	0.00	0.00	0.00	1.88	1.30	0.00	81.55
2450.0	0.12	0.66	0.00	5.60	0.00	0.00	0.00	0.00	1.89	1.31	0.00	84.27
2500.1	0.12	0.65	0.00	5.81	0.00	0.00	0.00	0.00	1.86	1.30	0.00	84.66
2550.0	0.12	0.65	0.00	6.02	0.00	0.00	0.00	0.00	1.84	1.30	0.00	84.49
2600.1	0.12	0.72	0.00	6.40	0.00	0.00	0.00	0.00	1.80	1.37	0.00	87.11
2650.1	0.12	0.66	0.00	6.22	0.00	0.00	0.00	0.00	1.76	1.30	0.00	83.67
2700.1	0.12	0.76	0.00	6.78	0.00	0.00	0.00	0.00	1.73	1.40	0.00	88.82
2750.1	0.12	0.77	0.00	6.98	0.00	0.00	0.00	0.00	1.70	1.41	0.00	89.51
2800.1	0.12	0.76	0.00	7.11	0.00	0.00	0.00	0.00	1.68	1.40	0.00	89.18
2850.0	0.12	0.79	0.00	7.33	0.00	0.00	0.00	0.00	1.64	1.43	0.00	90.95
2900.1	0.13	0.74	0.00	7.77	0.00	0.00	0.00	0.00	1.64	1.38	0.00	86.91
2950.1	0.13	0.57	0.00	6.93	0.00	0.00	0.00	0.00	1.64	1.21	0.00	80.37
3000.0	0.13	0.57	0.00	7.00	0.00	0.00	0.00	0.00	1.62	1.20	0.00	79.66
3050.0	0.13	0.55	0.00	6.96	0.00	0.00	0.00	0.00	1.61	1.19	0.00	78.23
3100.0	0.14	0.42	0.00	6.51	0.00	0.00	0.00	0.00	1.60	1.04	0.00	68.16
3150.0	0.14	0.49	0.00	6.62	0.00	0.00	0.00	0.00	1.57	1.11	0.00	70.39
3200.0	0.14	0.53	0.00	6.90	0.00	0.00	0.00	0.00	1.55	1.15	0.00	71.75
3250.0	0.14	0.53	0.00	7.00	0.00	0.00	0.00	0.00	1.52	1.16	0.00	73.08
3300.1	0.14	0.50	0.00	6.97	0.00	0.00	0.00	0.00	1.50	1.13	0.00	71.55
3350.0	0.14	0.50	0.00	6.95	0.00	0.00	0.00	0.00	1.48	1.12	0.00	71.04
3400.1	0.14	0.50	0.00	7.04	0.00	0.00	0.00	0.00	1.45	1.13	0.00	71.34
3450.0	0.15	0.49	0.00	7.08	0.00	0.00	0.00	0.00	1.43	1.12	0.00	70.72
3500.1	0.15	0.30	0.00	6.20	0.00	0.00	0.00	0.00	1.46	0.90	0.00	62.41
3550.1	0.15	0.32	0.00	6.11	0.00	0.00	0.00	0.00	1.43	0.94	0.00	61.44
3600.1	0.15	0.35	0.00	6.30	0.00	0.00	0.00	0.00	1.42	0.96	0.00	62.48
