T	Q1	V1	Q2	V2	Q3	V3
5.1	0.00	0.00	0.00	0.00	0.00	0.00
10.2	0.00	0.00	0.00	0.00	0.17	0.00
15.2	0.00	0.00	0.00	0.00	0.58	0.09
20.1	0.00	0.00	0.00	0.00	1.34	0.27
25.0	0.00	0.00	0.00	0.00	3.28	0.64
30.1	0.00	0.00	0.00	0.00	8.77	1.34
35.2	0.00	0.00	0.00	0.00	21.06	2.24
40.0	0.00	0.00	0.00	0.00	36.45	2.86
45.2	0.00	0.00	0.00	0.00	47.25	3.20
50.1	0.00	0.00	0.00	0.00	50.59	3.31
55.1	0.00	0.00	0.00	0.00	49.40	3.28
60.2	0.00	0.00	0.00	0.00	46.86	3.18
65.2	0.00	0.00	0.00	0.00	47.02	3.13
70.0	0.00	0.00	0.00	0.00	92.23	3.61
75.1	0.00	0.00	0.00	0.00	494.46	6.67
80.2	0.00	0.00	0.00	0.00	1131.29	8.52
85.0	0.00	0.00	0.00	0.00	1146.36	8.38
90.1	0.00	0.00	0.00	0.00	853.53	7.45
95.2	0.00	0.00	0.00	0.00	585.81	6.64
100.1	0.00	0.00	0.00	0.00	392.54	6.05
105.3	0.00	0.00	0.00	0.00	245.57	5.52
110.2	0.00	0.00	0.00	0.00	147.05	4.95
115.2	0.00	0.00	0.00	0.00	83.93	4.27
120.2	0.00	0.00	0.00	0.00	50.28	3.60
125.0	0.00	0.00	0.00	0.00	37.92	3.16
130.1	0.00	0.00	0.00	0.00	36.14	2.94
135.2	0.00	0.00	0.00	0.00	39.79	2.98
140.0	0.00	0.00	0.00	0.00	48.52	3.17
145.2	0.00	0.00	0.00	0.00	71.99	3.64
150.1	0.00	0.00	0.00	0.00	117.43	4.33
155.2	0.00	0.00	0.00	0.00	171.02	4.98
160.1	0.00	0.00	0.00	0.00	201.15	5.34
165.2	0.00	0.00	0.00	0.00	201.44	5.46
170.2	0.00	0.00	0.00	0.00	179.15	5.31
175.1	0.00	0.00	0.00	0.00	152.00	5.04
180.1	0.00	0.00	0.00	0.00	127.20	4.76
185.1	0.00	0.00	0.00	0.00	107.21	4.49
190.0	0.00	0.00	0.00	0.00	93.01	4.27
195.0	0.00	0.00	0.00	0.00	84.46	4.10
200.0	0.00	0.00	0.00	0.00	80.58	4.01
205.1	0.00	0.00	0.00	0.00	80.15	3.97
210.1	0.00	0.00	0.00	0.00	82.65	3.99
215.1	0.00	0.00	0.00	0.00	88.15	4.06
220.1	0.00	0.00	0.00	0.00	96.56	4.18
225.1	0.00	0.00	0.00	0.00	106.56	4.33
230.2	0.00	0.00	0.00	0.00	115.26	4.46
235.2	0.00	0.00	0.00	0.00	120.11	4.56
240.2	0.00	0.00	0.00	0.00	119.96	4.60
245.3	0.00	0.00	0.00	0.00	115.81	4.56
250.0	0.00	0.00	0.00	0.00	110.46	4.50
255.1	0.00	0.00	0.00	0.00	105.13	4.42
260.1	0.00	0.00	0.00	0.00	101.43	4.35
265.2	0.00	0.00	0.00	0.00	99.66	4.31
270.2	0.00	0.00	0.00	0.00	99.41	4.30
275.2	0.00	0.00	0.00	0.00	100.05	4.30
280.3	0.00	0.00	0.00	0.00	101.15	4.31
285.0	0.00	0.00	0.00	0.00	102.60	4.33
290.1	0.00	0.00	0.00	0.00	104.67	4.36
295.1	0.00	0.00	0.00	0.00	107.09	4.39
300.2	0.00	0.00	0.00	0.00	109.29	4.43
305.2	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
