T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	6.64	0.00	585.81
100.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	6.05	0.00	392.54
105.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	5.52	0.00	245.57
110.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	4.95	0.00	147.05
115.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	4.27	0.00	83.93
120.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	3.60	0.00	50.28
125.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	3.16	0.00	37.92
130.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	2.94	0.00	36.14
135.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	2.98	0.00	39.79
140.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	3.17	0.00	48.52
145.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.64	0.00	71.99
150.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.33	0.00	117.43
155.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	4.98	0.00	171.02
160.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	5.34	0.00	201.15
165.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.59	5.46	0.00	201.44
170.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.56	5.31	0.00	179.15
175.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.51	5.04	0.00	152.00
180.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.46	4.76	0.00	127.20
185.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	4.49	0.00	107.21
190.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	4.27	0.00	93.01
195.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	4.10	0.00	84.46
200.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	4.01	0.00	80.58
205.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	3.97	0.00	80.15
210.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	3.99	0.00	82.65
215.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	4.06	0.00	88.15
220.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	4.18	0.00	96.56
225.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.33	0.00	106.56
230.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.42	4.46	0.00	115.26
235.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	4.56	0.00	120.11
240.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	4.60	0.00	119.96
245.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	4.56	0.00	115.81
250.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	4.50	0.00	110.46
255.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.42	0.00	105.13
260.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.35	0.00	101.43
265.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.31	0.00	99.66
270.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.30	0.00	99.41
275.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.30	0.00	100.05
280.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.31	0.00	101.15
285.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	4.33	0.00	102.60
290.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.36	0.00	104.67
295.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.39	0.00	107.09
300.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	4.43	0.00	109.29
