nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
R	-----	-----	-----	-----	*10.00	-----	*0.00	-----	*24.72	-----	*1051562.5	*0.0	*1488957.1	-----
0	0	-----	-----	0.0	10.00	0.00	0.00	0.00	24.72	0.00	1051562.5	0.0	1488957.1	-----
1	12	0.399	16.4	5.1	12.74	25.79	0.00	0.00	24.21	12.02	1051552.6	0.0	1488937.4	170927390720
2	31	0.382	12.6	10.2	10.33	31.49	0.00	0.00	23.70	12.68	1051522.1	0.0	1488901.4	436562919424
3	51	0.370	12.6	15.2	10.18	34.80	0.00	0.00	24.23	13.46	1051480.9	0.0	1488857.0	464088760320
4	71	0.371	11.7	20.1	10.03	38.76	0.00	0.00	24.57	18.42	1051431.2	0.0	1488809.2	340505853952
5	92	0.364	11.8	25.0	9.87	37.03	0.00	0.00	24.21	14.73	1051372.9	0.0	1488762.5	198490112000
6	113	0.369	12.3	30.1	9.71	35.45	0.00	0.00	24.06	13.35	1051316.6	0.0	1488718.6	99455803392
7	133	0.373	12.5	35.2	9.59	34.75	0.00	0.00	24.43	13.14	1051263.0	0.0	1488682.1	56350777344
8	152	0.373	12.6	40.0	9.47	34.55	0.00	0.00	24.60	13.02	1051205.0	0.0	1488653.6	39492386816
9	172	0.374	12.8	45.2	9.35	34.36	0.00	0.00	26.35	13.04	1051142.1	0.0	1488620.6	29974192128
10	191	0.373	12.9	50.1	9.22	34.18	0.00	0.00	25.82	13.27	1051078.1	0.0	1488584.2	25051936768
11	210	0.373	13.0	55.1	9.09	34.06	0.00	0.00	25.52	12.20	1051011.5	0.0	1488548.1	21375512576
12	229	0.372	13.1	60.2	8.98	33.97	0.00	0.00	26.32	12.99	1050949.4	0.0	1488511.9	17928595456
13	248	0.372	13.1	65.2	8.85	33.87	0.00	0.00	26.01	13.19	1050890.9	0.0	1488477.2	14957450240
14	266	0.371	13.2	70.0	8.74	33.82	0.00	0.00	24.84	12.68	1050829.8	0.0	1488448.2	13074126848
15	285	0.370	13.2	75.1	8.60	34.09	0.00	0.00	24.83	13.19	1050763.2	0.0	1488416.8	11916893184
16	304	0.372	13.3	80.2	8.47	33.10	0.00	0.00	25.51	13.66	1050699.9	0.0	1488383.6	11222665216
17	322	0.383	13.1	85.0	8.36	33.33	0.00	0.00	25.61	13.32	1050640.8	0.0	1488352.2	10493565952
18	341	0.375	13.2	90.1	8.23	33.05	0.00	0.00	25.18	12.86	1050583.5	0.0	1488317.5	9923160064
19	360	0.376	13.4	95.2	8.11	33.36	0.00	0.00	25.02	12.73	1050523.4	0.0	1488286.2	9549619200
20	378	0.380	13.6	100.1	8.00	33.80	0.00	0.00	25.10	13.10	1050463.5	0.0	1488250.4	9343326208
21	397	0.369	13.5	105.3	7.89	33.03	0.00	0.00	25.09	13.29	1050400.2	0.0	1488209.9	9054613504
22	415	0.382	13.4	110.2	7.80	32.32	0.00	0.00	24.91	14.84	1050341.8	0.0	1488168.9	8817970176
23	433	0.379	13.9	115.2	7.68	32.49	0.00	0.00	24.85	15.06	1050286.8	0.0	1488126.8	8595792896
24	451	0.371	13.8	120.2	7.67	31.68	0.00	0.00	24.91	14.05	1050232.0	0.0	1488078.5	8232497664
25	468	0.378	13.9	125.0	7.85	31.25	0.00	0.00	24.95	13.14	1050177.5	0.0	1488034.1	7791217152
26	486	0.375	14.0	130.1	8.01	31.90	0.00	0.00	24.93	12.61	1050119.0	0.0	1487979.1	7512465920
27	504	0.366	14.1	135.2	8.15	31.87	0.00	0.00	24.92	13.54	1050059.9	0.0	1487924.8	7321756672
28	521	0.364	14.2	140.0	8.26	31.77	0.00	0.00	24.96	12.89	1049999.2	0.0	1487874.0	7107532800
29	539	0.367	14.2	145.2	8.37	31.34	0.00	0.00	24.99	12.94	1049938.5	0.0	1487815.9	6894231040
30	556	0.376	14.0	150.1	8.46	31.03	0.00	0.00	24.98	12.92	1049876.4	0.0	1487763.1	6712657408
31	574	0.376	14.0	155.2	8.54	31.09	0.00	0.00	24.98	12.94	1049814.0	0.0	1487710.9	6528585216
32	591	0.375	14.1	160.1	8.58	31.06	0.00	0.00	25.00	12.95	1049757.6	0.0	1487659.1	6366146048
33	609	0.372	14.3	165.2	8.65	31.04	0.00	0.00	25.03	12.92	1049703.2	0.0	1487605.9	6197771776
34	626	0.368	14.4	170.2	8.70	30.98	0.00	0.00	25.02	12.89	1049646.2	0.0	1487555.9	6036575232
35	643	0.366	14.5	175.1	8.75	30.92	0.00	0.00	25.00	12.92	1049589.5	0.0	1487502.5	5904942080
36	660	0.367	14.5	180.1	8.77	30.86	0.00	0.00	24.99	12.92	1049535.1	0.0	1487449.2	5766326784
37	677	0.367	14.5	185.1	8.80	30.75	0.00	0.00	24.97	12.91	1049477.9	0.0	1487398.0	5651037184
38	694	0.366	14.5	190.0	8.79	30.65	0.00	0.00	24.95	12.88	1049420.8	0.0	1487342.4	5569343488
39	711	0.367	14.6	195.0	8.81	30.56	0.00	0.00	24.95	12.85	1049360.4	0.0	1487290.9	5498174464
40	728	0.367	14.6	200.0	8.82	30.50	0.00	0.00	24.95	12.84	1049299.5	0.0	1487236.1	5442508288
41	745	0.367	14.6	205.1	8.82	30.44	0.00	0.00	24.95	12.86	1049238.1	0.0	1487185.8	5387123200
42	762	0.366	14.7	210.1	8.85	30.36	0.00	0.00	24.95	12.88	1049176.0	0.0	1487129.2	5314912768
43	779	0.364	14.6	215.1	8.85	30.29	0.00	0.00	24.94	12.89	1049110.5	0.0	1487072.5	5244693504
44	796	0.367	14.6	220.1	8.84	30.22	0.00	0.00	24.94	12.94	1049043.5	0.0	1487022.9	5187354112
45	813	0.369	14.7	225.1	8.84	30.16	0.00	0.00	24.95	12.90	1048977.6	0.0	1486963.5	5137755136
46	830	0.368	14.7	230.2	8.81	30.11	0.00	0.00	24.96	12.88	1048919.4	0.0	1486909.9	5106332160
47	847	0.369	14.7	235.2	8.80	30.08	0.00	0.00	24.96	12.86	1048856.0	0.0	1486853.0	5092979200
48	864	0.368	14.7	240.2	8.79	30.06	0.00	0.00	24.96	12.89	1048796.9	0.0	1486795.1	5079641600
49	881	0.368	14.7	245.3	8.77	30.04	0.00	0.00	24.97	12.90	1048737.6	0.0	1486739.5	5046816768
50	897	0.368	14.7	250.0	8.75	30.02	0.00	0.00	24.96	12.90	1048672.1	0.0	1486687.0	5006983168
51	914	0.367	14.8	255.1	8.73	29.99	0.00	0.00	24.96	12.90	1048607.0	0.0	1486626.8	4965296128
52	931	0.366	14.8	260.1	8.71	29.97	0.00	0.00	24.95	12.90	1048542.4	0.0	1486569.1	4926543872
53	948	0.364	14.8	265.2	8.71	29.95	0.00	0.00	24.95	12.88	1048477.5	0.0	1486513.9	4891555840
54	965	0.361	14.8	270.2	8.68	29.92	0.00	0.00	24.95	12.88	1048414.1	0.0	1486460.0	4856439808
55	982	0.360	14.8	275.2	8.66	29.89	0.00	0.00	24.95	12.88	1048349.0	0.0	1486401.0	4827467776
56	999	0.360	14.8	280.3	8.65	29.87	0.00	0.00	24.95	12.89	1048284.9	0.0	1486346.0	4802741248
57	1015	0.361	14.8	285.0	8.64	29.87	0.00	0.00	24.95	12.90	1048224.6	0.0	1486295.6	4778196992
58	1032	0.361	14.9	290.1	8.63	29.85	0.00	0.00	24.95	12.91	1048160.2	0.0	1486236.4	4748644352
59	1049	0.361	14.9	295.1	8.62	29.85	0.00	0.00	24.95	12.91	1048092.5	0.0	1486179.6	4722577920
60	1066	0.362	14.8	300.2	8.59	29.84	0.00	0.00	24.95	12.89	1048029.6	0.0	1486122.0	4699326464
