T	Q1	V1	Q2	V2	Q3	V3
5.0	0.00	0.00	0.00	0.00	0.01	0.00
10.0	0.00	0.00	0.00	0.00	0.22	0.00
15.1	0.00	0.00	0.00	0.00	0.44	0.18
20.0	0.00	0.00	0.00	0.00	1.42	0.44
25.2	0.00	0.00	0.00	0.00	5.28	1.04
30.1	0.00	0.00	0.00	0.00	12.32	1.68
35.1	0.00	0.00	0.00	0.00	27.25	2.49
40.0	0.00	0.00	0.00	0.00	43.82	3.07
45.1	0.00	0.00	0.00	0.00	52.86	3.37
50.1	0.00	0.00	0.00	0.00	54.62	3.44
55.1	0.00	0.00	0.00	0.00	49.84	3.34
60.0	0.00	0.00	0.00	0.00	42.19	3.09
65.2	0.00	0.00	0.00	0.00	172.94	4.23
70.1	0.00	0.00	0.00	0.00	2122.33	10.65
75.2	0.00	0.00	0.00	0.00	2815.10	10.11
80.0	0.00	0.00	0.00	0.00	2108.36	8.77
85.0	0.00	0.00	0.00	0.00	1347.25	7.44
90.0	0.00	0.00	0.00	0.00	863.40	6.53
95.1	0.00	0.00	0.00	0.00	559.46	6.06
100.1	0.00	0.00	0.00	0.00	362.78	5.75
105.1	0.00	0.00	0.00	0.00	225.10	5.47
110.1	0.00	0.00	0.00	0.00	133.18	4.89
115.0	0.00	0.00	0.00	0.00	95.23	4.30
120.1	0.00	0.00	0.00	0.00	112.31	4.27
125.1	0.00	0.00	0.00	0.00	150.92	4.65
130.2	0.00	0.00	0.00	0.00	192.35	5.02
135.0	0.00	0.00	0.00	0.00	232.96	5.28
140.1	0.00	0.00	0.00	0.00	298.65	5.62
145.1	0.00	0.00	0.00	0.00	361.91	5.97
150.2	0.00	0.00	0.00	0.00	385.57	6.23
155.2	0.00	0.00	0.00	0.00	356.29	6.17
160.1	0.00	0.00	0.00	0.00	302.14	5.87
165.1	0.00	0.00	0.00	0.00	247.65	5.51
170.0	0.00	0.00	0.00	0.00	204.98	5.18
175.0	0.00	0.00	0.00	0.00	177.08	4.93
180.0	0.00	0.00	0.00	0.00	166.84	4.83
185.0	0.00	0.00	0.00	0.00	168.78	4.79
190.0	0.00	0.00	0.00	0.00	181.12	4.86
195.1	0.00	0.00	0.00	0.00	193.19	4.91
200.1	0.00	0.00	0.00	0.00	207.34	5.03
205.2	0.00	0.00	0.00	0.00	216.61	5.12
210.1	0.00	0.00	0.00	0.00	220.11	5.19
215.0	0.00	0.00	0.00	0.00	215.61	5.15
220.2	0.00	0.00	0.00	0.00	209.31	5.11
225.0	0.00	0.00	0.00	0.00	201.34	5.05
230.1	0.00	0.00	0.00	0.00	191.62	5.01
235.1	0.00	0.00	0.00	0.00	179.23	4.89
240.1	0.00	0.00	0.00	0.00	171.15	4.80
245.1	0.00	0.00	0.00	0.00	169.89	4.77
250.0	0.00	0.00	0.00	0.00	171.90	4.76
255.0	0.00	0.00	0.00	0.00	174.75	4.78
260.1	0.00	0.00	0.00	0.00	177.89	4.84
265.0	0.00	0.00	0.00	0.00	177.66	4.83
270.0	0.00	0.00	0.00	0.00	176.85	4.83
275.1	0.00	0.00	0.00	0.00	175.18	4.80
280.1	0.00	0.00	0.00	0.00	173.87	4.78
285.0	0.00	0.00	0.00	0.00	172.12	4.76
290.0	0.00	0.00	0.00	0.00	169.51	4.73
295.1	0.00	0.00	0.00	0.00	167.42	4.71
300.1	0.00	0.00	0.00	0.00	166.01	4.70
305.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
