T	Q1	V1	Q2	V2	Q3	V3
79.2	0.00	0.00	0.00	0.00	641.56	0.00
84.0	0.00	0.00	0.00	0.00	6007.00	0.00
89.1	1.44	0.00	0.00	0.00	5247.77	0.00
94.1	24.23	0.00	0.00	0.00	4465.04	0.00
99.1	27.12	0.00	0.00	0.00	3785.87	0.00
104.2	27.61	0.00	0.00	0.00	3174.83	0.00
109.0	27.56	0.00	0.00	0.00	2579.65	0.00
114.1	26.46	0.00	0.00	0.00	2201.82	1.32
119.1	22.74	0.00	0.00	0.00	2101.10	6.41
124.1	21.65	4.11	0.00	0.00	2540.49	7.81
129.0	35.45	6.96	0.00	0.00	3146.72	8.48
134.1	41.91	7.78	0.00	0.00	2869.71	8.69
139.2	36.97	7.47	0.00	0.00	2178.34	8.33
144.1	30.39	6.74	0.00	0.00	1640.34	7.62
149.1	25.33	5.71	0.00	0.00	1289.79	6.59
154.2	21.71	4.80	0.00	0.00	1062.60	5.64
159.0	18.81	4.30	0.00	0.00	900.17	5.13
164.0	15.48	3.80	0.00	0.00	735.78	4.63
169.1	11.31	2.98	0.00	0.00	553.95	3.81
174.1	7.97	2.00	0.00	0.00	417.11	2.79
179.1	6.79	1.36	0.00	0.00	384.59	2.12
184.0	6.79	1.13	0.00	0.00	407.19	1.90
189.1	7.09	1.14	0.00	0.00	441.41	1.90
194.0	7.24	1.21	0.00	0.00	460.42	1.97
199.1	7.22	1.32	0.00	0.00	457.17	2.07
204.1	7.16	1.37	0.00	0.00	430.44	2.10
209.0	6.69	1.29	0.00	0.00	389.57	2.00
214.1	5.99	1.11	0.00	0.00	342.80	1.81
219.1	5.43	0.92	0.00	0.00	302.52	1.62
224.2	4.91	0.79	0.00	0.00	276.87	1.50
229.0	4.70	0.74	0.00	0.00	266.09	1.46
234.1	4.69	0.74	0.00	0.00	264.16	1.46
239.1	4.78	0.76	0.00	0.00	265.37	1.49
244.0	4.87	0.78	0.00	0.00	265.49	1.50
249.1	4.88	0.78	0.00	0.00	262.71	1.50
254.1	4.83	0.77	0.00	0.00	258.22	1.48
259.1	4.79	0.75	0.00	0.00	254.23	1.46
264.0	4.75	0.74	0.00	0.00	251.82	1.45
269.0	4.75	0.74	0.00	0.00	251.14	1.45
274.0	4.79	0.74	0.00	0.00	252.06	1.46
279.1	4.85	0.76	0.00	0.00	253.21	1.46
284.1	4.87	0.76	0.00	0.00	253.15	1.47
289.1	0.00	0.00	0.00	0.00	0.00	0.00
100000.0	0.00	0.00	0.00	0.00	0.00	0.00
