T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
95.2	0.01	2.13	0.00	173.62	0.00	0.00	0.00	0.00	0.51	2.99	0.00	6394.21
100.0	0.01	1.86	0.00	189.03	0.00	0.00	0.00	0.00	0.53	2.65	0.00	6320.33
105.1	0.08	14.78	0.00	213.72	0.00	0.00	0.00	0.00	2.71	15.39	0.00	6553.41
110.1	0.06	16.15	0.00	193.07	0.00	0.00	0.00	0.00	1.48	16.85	0.00	5315.14
115.1	0.06	11.69	0.00	182.34	0.00	0.00	0.00	0.00	1.43	12.29	0.00	4629.32
120.2	0.07	7.11	0.00	166.12	0.00	0.00	0.00	0.00	1.80	7.85	0.00	3962.14
125.0	0.06	5.17	0.00	148.28	0.00	0.00	0.00	0.00	1.45	5.89	0.00	3371.51
130.1	0.07	2.08	0.00	128.45	0.00	0.00	0.00	0.00	1.73	2.85	0.00	2806.44
135.1	0.12	0.44	0.00	94.82	0.00	0.00	0.00	0.00	3.11	1.02	0.00	1913.63
140.1	0.15	0.37	0.00	67.51	0.00	0.00	0.00	0.00	3.99	1.16	0.00	1250.47
145.0	0.16	0.11	0.00	25.53	0.00	0.00	0.00	0.00	4.43	0.66	0.00	569.06
150.1	0.18	0.00	0.00	0.38	0.00	0.00	0.00	0.00	4.69	0.34	0.00	49.67
155.2	0.19	0.06	0.00	-1.14	0.00	0.00	0.00	0.00	4.86	0.25	0.00	-27.66
160.1	0.19	0.01	0.00	-1.29	0.00	0.00	0.00	0.00	4.99	0.27	0.00	-1.45
165.1	0.19	0.02	0.00	-1.12	0.00	0.00	0.00	0.00	5.09	0.30	0.00	17.28
170.2	0.19	0.04	0.00	-1.07	0.00	0.00	0.00	0.00	5.16	0.30	0.00	27.55
175.0	0.19	0.04	0.00	-1.06	0.00	0.00	0.00	0.00	5.21	0.31	0.00	31.68
180.0	0.19	0.02	0.00	-1.08	0.00	0.00	0.00	0.00	5.24	0.33	0.00	32.35
185.1	0.19	0.00	0.00	-1.28	0.00	0.00	0.00	0.00	5.27	0.36	0.00	30.98
190.1	0.19	0.00	0.00	-1.40	0.00	0.00	0.00	0.00	5.30	0.38	0.00	32.30
195.1	0.19	0.00	0.00	-1.27	0.00	0.00	0.00	0.00	5.31	0.40	0.00	37.59
200.0	0.19	0.00	0.00	-1.02	0.00	0.00	0.00	0.00	5.32	0.41	0.00	43.90
205.1	0.19	0.00	0.00	-1.01	0.00	0.00	0.00	0.00	5.33	0.43	0.00	50.04
210.0	0.19	0.00	0.00	-0.86	0.00	0.00	0.00	0.00	5.33	0.45	0.00	55.60
215.1	0.19	0.03	0.00	-0.59	0.00	0.00	0.00	0.00	5.34	0.46	0.00	61.82
220.1	0.19	0.03	0.00	-0.39	0.00	0.00	0.00	0.00	5.34	0.47	0.00	68.52
225.0	0.19	0.03	0.00	-0.56	0.00	0.00	0.00	0.00	5.35	0.48	0.00	75.19
230.1	0.19	0.03	0.00	-0.49	0.00	0.00	0.00	0.00	5.35	0.49	0.00	81.78
235.1	0.19	0.08	0.00	-0.16	0.00	0.00	0.00	0.00	5.35	0.50	0.00	87.57
240.2	0.19	0.13	0.00	0.17	0.00	0.00	0.00	0.00	5.36	0.51	0.00	92.97
245.0	0.19	0.09	0.00	-0.02	0.00	0.00	0.00	0.00	5.36	0.51	0.00	98.67
250.1	0.19	0.13	0.00	0.33	0.00	0.00	0.00	0.00	5.36	0.51	0.00	103.82
255.1	0.19	0.13	0.00	0.23	0.00	0.00	0.00	0.00	5.36	0.52	0.00	108.80
260.0	0.19	0.13	0.00	0.55	0.00	0.00	0.00	0.00	5.36	0.52	0.00	114.04
265.1	0.19	0.13	0.00	0.63	0.00	0.00	0.00	0.00	5.36	0.52	0.00	118.82
270.1	0.19	0.13	0.00	0.59	0.00	0.00	0.00	0.00	5.36	0.52	0.00	122.73
275.1	0.20	0.13	0.00	0.73	0.00	0.00	0.00	0.00	5.36	0.53	0.00	127.09
280.0	0.20	0.07	0.00	0.77	0.00	0.00	0.00	0.00	5.36	0.53	0.00	132.13
285.0	0.20	0.11	0.00	0.77	0.00	0.00	0.00	0.00	5.36	0.52	0.00	136.19
290.0	0.20	0.13	0.00	0.90	0.00	0.00	0.00	0.00	5.36	0.52	0.00	140.76
295.1	0.20	0.07	0.00	0.79	0.00	0.00	0.00	0.00	5.35	0.52	0.00	144.98
300.1	0.20	0.07	0.00	0.85	0.00	0.00	0.00	0.00	5.36	0.52	0.00	148.52
