T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
10.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.07	0.00	0.27
15.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.29	0.00	0.64
20.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.70	0.00	2.11
25.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	1.27	0.00	5.78
30.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	1.89	0.00	14.33
35.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	2.47	0.00	28.18
40.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	2.85	0.00	43.53
45.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	3.05	0.00	52.14
50.1	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.44	4.45	0.00	253.56
55.1	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	1.68	9.92	0.00	1755.09
60.2	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	2.56	9.61	0.00	2440.34
65.0	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00	3.20	9.62	0.00	2409.06
70.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.77	8.66	0.00	2000.22
75.0	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	1.84	7.45	0.00	1360.39
80.1	0.00	0.00	0.00	2.27	0.00	0.00	0.00	0.00	2.04	8.14	0.00	1695.38
85.1	0.00	0.00	0.00	4.27	0.00	0.00	0.00	0.00	2.60	8.88	0.00	2210.04
90.0	0.00	0.00	0.00	6.15	0.00	0.00	0.00	0.00	2.69	8.62	0.00	2139.01
95.0	0.00	0.00	0.00	9.16	0.00	0.00	0.00	0.00	2.52	7.95	0.00	1804.79
100.0	0.00	0.00	0.00	11.53	0.00	0.00	0.00	0.00	2.15	7.34	0.00	1423.87
105.1	0.00	0.00	0.00	12.91	0.00	0.00	0.00	0.00	1.79	6.80	0.00	1092.64
110.0	0.00	0.01	0.00	14.76	0.00	0.00	0.00	0.00	1.55	6.32	0.00	866.84
115.1	0.00	0.00	0.00	16.18	0.00	0.00	0.00	0.00	1.41	5.96	0.00	733.95
120.0	0.00	0.17	0.00	17.24	0.00	0.00	0.00	0.00	1.31	5.68	0.00	653.64
125.1	0.01	1.51	0.00	18.68	0.00	0.00	0.00	0.00	1.24	5.45	0.00	599.13
130.0	0.01	2.91	0.00	20.75	0.00	0.00	0.00	0.00	1.21	5.27	0.00	560.85
135.0	0.01	3.47	0.00	23.33	0.00	0.00	0.00	0.00	1.21	5.17	0.00	538.97
140.1	0.01	3.68	0.00	26.70	0.00	0.00	0.00	0.00	1.23	5.12	0.00	523.87
145.0	0.01	4.02	0.00	26.56	0.00	0.00	0.00	0.00	1.29	5.32	0.00	530.90
150.0	0.02	4.17	0.00	25.72	0.00	0.00	0.00	0.00	1.20	5.32	0.00	502.44
155.1	0.02	4.24	0.00	26.66	0.00	0.00	0.00	0.00	1.12	5.31	0.00	460.47
160.0	0.01	4.13	0.00	27.45	0.00	0.00	0.00	0.00	0.99	5.14	0.00	412.41
165.1	0.01	3.94	0.00	30.21	0.00	0.00	0.00	0.00	0.93	4.91	0.00	374.75
170.0	0.02	3.82	0.00	32.48	0.00	0.00	0.00	0.00	0.93	4.77	0.00	361.07
175.1	0.02	3.77	0.00	33.15	0.00	0.00	0.00	0.00	0.95	4.71	0.00	360.53
180.0	0.02	3.75	0.00	33.54	0.00	0.00	0.00	0.00	0.95	4.67	0.00	361.38
185.1	0.02	3.73	0.00	34.37	0.00	0.00	0.00	0.00	0.95	4.64	0.00	359.59
190.1	0.02	3.71	0.00	35.33	0.00	0.00	0.00	0.00	0.95	4.60	0.00	354.49
195.0	0.02	3.70	0.00	35.77	0.00	0.00	0.00	0.00	0.95	4.57	0.00	349.02
200.1	0.02	3.66	0.00	35.84	0.00	0.00	0.00	0.00	0.93	4.51	0.00	341.08
205.1	0.02	3.61	0.00	36.33	0.00	0.00	0.00	0.00	0.93	4.46	0.00	332.82
210.1	0.02	3.58	0.00	36.55	0.00	0.00	0.00	0.00	0.92	4.41	0.00	325.56
215.1	0.02	3.54	0.00	36.69	0.00	0.00	0.00	0.00	0.91	4.36	0.00	318.58
220.1	0.02	3.50	0.00	36.78	0.00	0.00	0.00	0.00	0.90	4.31	0.00	312.04
225.1	0.02	3.46	0.00	36.89	0.00	0.00	0.00	0.00	0.89	4.26	0.00	305.40
