nout	nsum	cfl	tlength	tsum	dmax1	vmax1	dmax2	vmax2	dmax3	vmax3	volume1	volume2	volume3	ekin
46	1774	0.373	6.0	230.1	9.83	15.06	0.00	0.00	22.12	14.83	985239.8	0.0	1484592.0	5910285312
47	1816	0.368	6.0	235.1	9.76	15.12	0.00	0.00	22.05	14.88	985144.8	0.0	1484468.4	5982961664
48	1857	0.368	6.0	240.0	9.74	15.15	0.00	0.00	22.03	14.84	985047.6	0.0	1484348.8	6011977728
49	1899	0.369	6.1	245.0	9.70	15.21	0.00	0.00	22.00	14.87	984954.4	0.0	1484224.5	6001912832
50	1941	0.371	6.1	250.1	9.65	15.24	0.00	0.00	21.97	14.87	984856.8	0.0	1484095.6	5971167744
51	1983	0.374	6.2	255.1	9.62	15.27	0.00	0.00	21.97	14.89	984765.6	0.0	1483961.9	5924256768
52	2023	0.373	6.3	260.0	9.60	15.23	0.00	0.00	21.98	14.79	984673.5	0.0	1483827.5	5798609920
53	2064	0.372	6.3	265.1	9.54	15.18	0.00	0.00	21.96	14.75	984583.1	0.0	1483695.8	5688738304
54	2104	0.371	6.2	270.0	9.46	15.17	0.00	0.00	21.91	14.77	984495.6	0.0	1483561.9	5676242432
55	2146	0.372	6.1	275.1	9.41	15.22	0.00	0.00	21.86	14.81	984402.9	0.0	1483417.4	5735969280
56	2187	0.371	6.2	280.1	9.38	15.28	0.00	0.00	21.83	14.82	984316.6	0.0	1483275.1	5768376832
57	2228	0.372	6.3	285.1	9.35	15.36	0.00	0.00	21.83	14.81	984227.6	0.0	1483123.4	5746726912
58	2268	0.372	6.3	290.0	9.32	15.28	0.00	0.00	21.83	14.71	984141.4	0.0	1482977.9	5645232128
59	2308	0.370	6.3	295.0	9.27	15.31	0.00	0.00	21.81	14.73	984056.7	0.0	1482826.4	5583383552
60	2349	0.362	6.2	300.1	9.22	15.23	0.00	0.00	21.78	14.70	983974.3	0.0	1482665.4	5536001536
