T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
235.0	0.00	2.41	0.00	4.36	0.00	0.00	0.00	0.00	0.55	4.11	0.00	171.42
240.0	0.00	2.42	0.00	4.37	0.00	0.00	0.00	0.00	0.55	4.10	0.00	171.12
245.0	0.00	2.46	0.00	4.37	0.00	0.00	0.00	0.00	0.55	4.11	0.00	171.62
250.0	0.00	2.48	0.00	4.39	0.00	0.00	0.00	0.00	0.54	4.10	0.00	170.24
255.1	0.00	2.49	0.00	4.39	0.00	0.00	0.00	0.00	0.54	4.07	0.00	167.66
260.0	0.00	2.50	0.00	4.38	0.00	0.00	0.00	0.00	0.53	4.05	0.00	165.61
265.1	0.00	2.50	0.00	4.37	0.00	0.00	0.00	0.00	0.53	4.02	0.00	163.55
270.1	0.00	2.50	0.00	4.36	0.00	0.00	0.00	0.00	0.53	4.01	0.00	162.47
275.0	0.00	2.52	0.00	4.33	0.00	0.00	0.00	0.00	0.53	4.00	0.00	161.08
280.1	0.00	2.53	0.00	4.32	0.00	0.00	0.00	0.00	0.53	3.99	0.00	159.54
285.1	0.00	2.54	0.00	4.31	0.00	0.00	0.00	0.00	0.52	3.98	0.00	157.94
290.0	0.00	2.56	0.00	4.29	0.00	0.00	0.00	0.00	0.52	3.96	0.00	156.05
295.0	0.01	2.56	0.00	4.27	0.00	0.00	0.00	0.00	0.52	3.94	0.00	154.52
300.1	0.01	2.58	0.00	4.25	0.00	0.00	0.00	0.00	0.51	3.93	0.00	152.84
