T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
10.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13
15.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.00	0.44
20.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.14	0.00	1.16
25.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.41	0.00	2.59
30.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.94	0.00	5.53
35.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	1.62	0.00	13.50
40.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	2.87	0.00	38.92
45.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.78	0.00	75.80
50.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	4.03	0.00	99.71
55.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	4.19	0.00	115.49
60.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	4.23	0.00	118.67
65.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	4.11	0.00	108.00
70.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	3.99	0.00	93.73
75.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.68	0.00	72.80
80.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	3.33	0.00	54.14
85.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	3.07	0.00	47.25
90.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	2.98	0.00	49.46
95.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.12	0.00	59.08
100.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	3.32	0.00	70.84
105.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	3.53	0.00	81.55
110.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.70	0.00	87.33
115.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	3.79	0.00	85.86
120.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	3.70	0.00	74.51
125.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.49	0.00	60.33
130.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	3.21	0.00	48.61
135.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	2.97	0.00	41.63
140.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	2.80	0.00	39.07
145.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	2.69	0.00	38.75
150.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	2.70	0.00	41.26
155.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	2.77	0.00	45.76
160.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	2.87	0.00	51.77
165.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	2.99	0.00	57.88
170.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.12	0.00	62.78
175.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.19	0.00	64.80
180.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	3.21	0.00	63.94
185.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	3.19	0.00	61.14
190.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	3.14	0.00	57.75
195.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	3.08	0.00	54.69
