T	H1	V1	E1	Q1	H2	V2	E2	Q2	H3	V3	E3	Q3
200.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	3.03	0.00	52.58
205.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.99	0.00	51.43
210.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.98	0.00	51.01
215.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.97	0.00	51.04
220.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.97	0.00	51.29
225.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.98	0.00	51.56
230.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.98	0.00	51.69
235.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.98	0.00	51.55
240.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.97	0.00	51.16
245.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	2.96	0.00	50.69
250.0	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.25	2.95	0.00	50.38
255.1	0.00	0.38	0.00	0.04	0.00	0.00	0.00	0.00	0.25	2.94	0.00	50.02
260.1	0.00	0.52	0.00	0.06	0.00	0.00	0.00	0.00	0.25	2.92	0.00	49.66
265.1	0.00	0.66	0.00	0.08	0.00	0.00	0.00	0.00	0.25	2.90	0.00	49.35
270.0	0.00	0.81	0.00	0.12	0.00	0.00	0.00	0.00	0.25	2.89	0.00	49.20
275.1	0.00	0.99	0.00	0.15	0.00	0.00	0.00	0.00	0.25	2.88	0.00	49.19
280.0	0.00	1.16	0.00	0.18	0.00	0.00	0.00	0.00	0.25	2.87	0.00	49.22
285.1	0.00	1.27	0.00	0.20	0.00	0.00	0.00	0.00	0.25	2.86	0.00	49.33
290.1	0.00	1.35	0.00	0.22	0.00	0.00	0.00	0.00	0.25	2.87	0.00	49.78
295.0	0.00	1.42	0.00	0.24	0.00	0.00	0.00	0.00	0.25	2.88	0.00	50.17
300.1	0.00	1.46	0.00	0.25	0.00	0.00	0.00	0.00	0.25	2.86	0.00	49.74
